PRT_ID,AREA,INT_SQFT,DATE_SALE,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,SALE_COND,PARK_FACIL,DATE_BUILD,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE,QS_OVERALL,Total_Sales_Price
P02705,KK Nagar,2432,2011-08-14,10,4.0,2.0,6,Family,1,1995-08-18,Others,NoSeWa,Gravel,RL,3.46,14819916
P05254,KK Nagar,2156,2010-04-02,91,3.0,2.0,5,Ab Normal,1,1995-04-06,Others,NoSeWa,Paved,RL,3.56,13487958
P07952,KK Nagar,2004,2008-06-13,106,3.0,2.0,5,AdjLand,1,1983-06-20,House,NoSeWa,Paved,RM,4.3,12750883
P03813,KK Nagar,2189,2011-01-07,96,3.0,2.0,5,Normal Sale,1,1994-01-11,House,NoSewr ,Paved,RH,2.36,11655770
P06859,KK Nagar,1479,2009-05-05,19,2.0,1.0,4,Family,0,1987-05-11,Commercial,NoSeWa,Gravel,RL,3.52,13598977
P06108,KK Nagar,2042,2009-10-22,70,3.0,2.0,5,Family,1,1994-10-26,Others,All Pub,Paved,RL,4.37,13290757
P07270,KK Nagar,2439,2009-01-03,41,4.0,2.0,6,Partial,1,2002-01-05,Others,All Pub,Paved,RL,4.49,14325708
P07605,KK Nagar,2474,2008-09-24,113,4.0,2.0,6,Partial,0,1997-09-27,Others,NoSeWa,Gravel,RL,2.91,13585002
P02974,KK Nagar,1567,2011-06-21,199,2.0,1.0,4,Partial,0,1999-06-24,Others,NoSeWa,Gravel,RM,3.21,10887651
P06507,KK Nagar,1503,2009-08-04,121,2.0,1.0,4,Partial,1,1998-08-07,House,NoSewr ,Gravel,RM,4.21,11470430
P06685,KK Nagar,1404,2009-06-26,36,2.0,1.0,4,Partial,1,1987-07-02,House,All Pub,Gravel,RM,3.31,10985723
P05341,KK Nagar,2325,2010-03-14,99,4.0,2.0,6,Ab Normal,0,1988-03-19,House,All Pub,Paved,RM,3.56,12796780
P06783,KK Nagar,2248,2009-05-26,162,4.0,2.0,6,AdjLand,0,1987-06-01,House,NoSeWa,Gravel,RH,3.25,11654222
P06721,KK Nagar,1931,2009-06-15,194,3.0,2.0,5,Ab Normal,0,1993-06-19,Others,NoSeWa,Gravel,RH,4.16,11384038
P07287,KK Nagar,2180,2008-12-30,78,3.0,2.0,5,Partial,0,1982-01-06,Others,NoSewr ,Paved,RL,3.55,11776523
P04215,KK Nagar,2327,2010-10-15,44,4.0,2.0,6,Normal Sale,0,1993-10-19,House,All Pub,Paved,RL,3.77,12242111
P03646,KK Nagar,1966,2011-02-09,111,3.0,2.0,5,Normal Sale,1,1991-02-14,Others,NoSeWa,Gravel,RL,3.58,12941196
P07698,KK Nagar,1862,2008-08-30,101,3.0,2.0,5,Ab Normal,0,1992-09-03,Commercial,NoSewr ,Gravel,RH,4.04,16007859
P07257,KK Nagar,2369,2009-01-06,130,4.0,2.0,6,AdjLand,1,1999-01-09,House,NoSeWa,Gravel,RL,2.94,14177928
P04873,KK Nagar,2300,2010-06-14,113,4.0,2.0,6,Ab Normal,0,1994-06-18,Others,All Pub,Gravel,RH,4.77,13123849
P04531,KK Nagar,2178,2010-08-14,57,3.0,2.0,5,Partial,0,1999-08-17,House,NoSeWa,Gravel,RL,2.73,11518089
P07003,KK Nagar,2011,2009-03-28,193,3.0,2.0,5,AdjLand,1,1981-04-04,Others,All Pub,Gravel,RL,3.28,13457409
P06009,KK Nagar,2443,2009-11-11,118,4.0,2.0,6,Normal Sale,0,1989-11-16,House,All Pub,Paved,RL,3.49,12415419
P02501,KK Nagar,1961,2011-09-23,197,3.0,2.0,5,Normal Sale,1,1995-09-27,Others,NoSeWa,Paved,RM,4.26,13184493
P03080,KK Nagar,2298,2011-05-30,106,4.0,2.0,6,Normal Sale,0,1982-06-06,Others,NoSewr ,Paved,RM,3.72,13401640
P05508,KK Nagar,1609,2010-02-12,49,2.0,1.0,4,Partial,1,1988-02-18,Others,NoSeWa,Gravel,RM,2.98,11910925
P07386,KK Nagar,2155,2008-11-29,151,3.0,2.0,5,Normal Sale,0,1984-12-05,House,All Pub,Gravel,RL,3.24,11800789
P02308,KK Nagar,2251,2011-10-27,156,4.0,2.0,6,AdjLand,1,1985-11-02,House,All Pub,Paved,RM,3.25,13797844
P05196,KK Nagar,1776,2010-04-12,95,2.0,1.0,4,AdjLand,1,1986-04-18,Commercial,NoSewr ,Paved,RH,3.42,16003065
P07182,KK Nagar,2497,2009-01-27,197,4.0,2.0,6,Normal Sale,1,1987-02-02,Others,All Pub,Gravel,RL,3.2,15114904
P07368,KK Nagar,1531,2008-12-07,188,2.0,1.0,4,Partial,1,1991-12-12,Commercial,All Pub,Gravel,RH,3.96,14678995
P06987,KK Nagar,2236,2009-03-31,99,4.0,2.0,6,Normal Sale,1,1984-04-06,Others,NoSeWa,Paved,RL,3.24,13498485
P05517,KK Nagar,1795,2010-02-10,47,3.0,2.0,5,Ab Normal,1,2000-02-13,Others,NoSewr ,Paved,RL,2.56,12178744
P05558,KK Nagar,1605,2010-02-04,97,2.0,1.0,4,Normal Sale,1,2002-02-06,Others,NoSeWa,Paved,RL,4.37,11660702
P03359,KK Nagar,1759,2011-04-09,96,2.0,1.0,4,Ab Normal,0,1993-04-13,House,NoSeWa,Gravel,RM,2.69,10891403
P03698,KK Nagar,2207,2011-01-30,39,3.0,2.0,5,Family,0,1986-02-05,House,NoSeWa,Gravel,RH,3.08,10874436
P06821,KK Nagar,1678,2009-05-13,183,2.0,1.0,4,Family,0,1985-05-19,Commercial,All Pub,Paved,RH,3.54,14218987
P03200,KK Nagar,1317,2011-05-07,116,1.0,1.0,3,Normal Sale,0,1991-05-12,Commercial,NoSeWa,Gravel,RH,3.03,12276162
P06889,KK Nagar,1582,2009-04-28,108,2.0,1.0,4,Family,1,1998-05-01,House,NoSeWa,Paved,RL,3.37,10409495
P04913,KK Nagar,2346,2010-06-05,36,4.0,2.0,6,Ab Normal,1,1996-06-08,House,NoSeWa,Gravel,RL,3.56,13506041
P06120,KK Nagar,2396,2009-10-19,109,4.0,2.0,6,Partial,1,1990-10-24,House,NoSeWa,Paved,RM,4.1,13542784
P03568,KK Nagar,1471,2011-02-28,19,2.0,1.0,4,Normal Sale,1,1998-03-03,Others,NoSeWa,Gravel,RM,2.91,11861669
P05565,KK Nagar,1505,2010-02-03,194,2.0,1.0,4,Family,1,1984-02-10,Others,NoSeWa,Paved,RL,3.44,10585946
P02136,KK Nagar,2493,2011-12-03,169,4.0,2.0,6,Family,0,2001-12-05,Others,NoSeWa,Paved,RH,3.91,12906125
P02938,KK Nagar,1911,2011-06-26,148,3.0,2.0,5,Family,0,1993-06-30,House,All Pub,Paved,RM,3.01,11145164
P02302,KK Nagar,2207,2011-10-28,45,3.0,2.0,5,Partial,0,1996-10-31,House,All Pub,Gravel,RH,4.14,11394328
P01946,KK Nagar,2088,2012-01-10,170,3.0,2.0,5,Normal Sale,0,1985-01-16,House,All Pub,Gravel,RL,3.8,11613473
P04725,KK Nagar,2379,2010-07-10,68,4.0,2.0,6,Normal Sale,0,1989-07-15,House,NoSeWa,Paved,RM,3.44,12550934
P01519,KK Nagar,2352,2012-03-26,145,4.0,2.0,6,Family,1,1995-03-31,Others,NoSewr ,Gravel,RM,4.0,15254662
P06763,KK Nagar,2363,2009-06-01,64,4.0,2.0,6,Normal Sale,0,1986-06-07,House,All Pub,Paved,RL,3.68,12149759
P07564,KK Nagar,2193,2008-10-02,35,3.0,2.0,5,AdjLand,1,1984-10-08,Others,NoSeWa,Paved,RM,3.78,14274473
P04607,KK Nagar,1361,2010-08-01,60,2.0,1.0,4,Ab Normal,1,2005-08-02,Others,NoSeWa,Gravel,RL,4.15,11275771
P04104,KK Nagar,1934,2010-11-07,28,3.0,2.0,5,Family,0,1987-11-13,House,NoSewr ,Gravel,RM,2.93,11603347
P04383,KK Nagar,2470,2010-09-13,70,4.0,2.0,6,Family,0,1985-09-19,House,All Pub,Paved,RL,4.22,12190861
P06347,KK Nagar,2500,2009-09-10,137,4.0,2.0,6,Ab Normal,0,1979-09-18,House,NoSewr ,Paved,RM,3.03,12804076
P06433,KK Nagar,2047,2009-08-20,122,3.0,2.0,5,Family,0,2001-08-22,Others,NoSewr ,Gravel,RM,3.19,13183858
P07776,KK Nagar,1486,2008-08-07,6,2.0,1.0,4,Ab Normal,0,2003-08-09,Commercial,NoSewr ,Paved,RH,3.73,13202285
P07861,KK Nagar,2218,2008-07-10,162,3.0,2.0,5,AdjLand,0,1993-07-14,Others,NoSewr ,Gravel,RL,3.51,13265973
P07519,KK Nagar,1414,2008-10-16,9,2.0,1.0,4,Normal Sale,1,2002-10-18,Others,NoSewr ,Gravel,RH,4.13,11014125
P07680,KK Nagar,1380,2008-09-04,81,2.0,1.0,4,Normal Sale,1,1997-09-07,Others,All Pub,Gravel,RM,3.56,12005064
P04218,KK Nagar,2065,2010-10-14,29,3.0,2.0,5,AdjLand,1,1992-10-18,House,All Pub,Gravel,RM,3.45,13802328
P02429,KK Nagar,1736,2011-10-06,188,2.0,1.0,4,Partial,1,1996-10-09,House,NoSewr ,Gravel,RL,2.81,11153205
P03459,KK Nagar,2016,2011-03-23,31,3.0,2.0,5,AdjLand,0,2003-03-25,House,NoSewr ,Gravel,RL,3.59,11875459
P06048,KK Nagar,1452,2009-11-03,90,2.0,1.0,4,Ab Normal,1,1997-11-06,Others,All Pub,Paved,RL,2.55,10906942
P06992,KK Nagar,1868,2009-03-30,26,3.0,2.0,5,Ab Normal,1,1980-04-06,Others,All Pub,Gravel,RL,2.94,12742066
P03951,KK Nagar,1639,2010-12-06,154,2.0,1.0,4,AdjLand,1,1989-12-11,Others,NoSeWa,Paved,RL,4.25,11651850
P03594,KK Nagar,2459,2011-02-20,186,4.0,2.0,6,Ab Normal,1,1983-02-27,House,NoSeWa,Paved,RH,3.13,12302598
P07815,KK Nagar,2273,2008-07-24,121,4.0,2.0,6,Ab Normal,0,2002-07-26,House,All Pub,Gravel,RL,3.05,12655600
P02972,KK Nagar,1938,2011-06-21,116,3.0,2.0,5,Family,0,1981-06-28,House,NoSeWa,Paved,RM,2.8,10770660
P05707,KK Nagar,1858,2010-01-08,73,3.0,2.0,5,Partial,1,1981-01-15,House,NoSeWa,Gravel,RM,4.32,11993291
P07790,KK Nagar,2366,2008-08-02,81,4.0,2.0,6,Ab Normal,1,1979-08-10,House,NoSewr ,Paved,RM,3.09,13554710
P03441,KK Nagar,2172,2011-03-26,134,3.0,2.0,5,Family,1,1994-03-30,Others,NoSeWa,Paved,RM,3.32,13587348
P07054,KK Nagar,1834,2009-03-09,70,3.0,2.0,5,AdjLand,1,1983-03-16,House,NoSeWa,Paved,RL,3.48,11589854
P03504,KK Nagar,1508,2011-03-15,44,2.0,1.0,4,Partial,1,1982-03-22,Others,All Pub,Gravel,RM,3.69,11744886
P06662,KK Nagar,2371,2009-07-01,54,4.0,2.0,6,Normal Sale,1,1981-07-08,Others,All Pub,Paved,RH,3.09,13585236
P06164,KK Nagar,1933,2009-10-11,165,3.0,2.0,5,AdjLand,1,1991-10-16,Others,NoSewr ,Paved,RH,4.4,12574205
P02230,KK Nagar,2289,2011-11-11,195,4.0,2.0,6,Normal Sale,0,2002-11-13,Others,NoSewr ,Paved,RM,3.55,13807470
P04054,KK Nagar,1402,2010-11-17,70,2.0,1.0,4,AdjLand,1,1984-11-23,House,All Pub,Gravel,RM,3.9,11617727
P05801,KK Nagar,1355,2009-12-20,58,2.0,1.0,4,Family,0,1987-12-26,Commercial,NoSewr ,Gravel,RM,2.93,13686304
P08202,KK Nagar,2225,2008-03-24,65,4.0,2.0,6,Partial,0,2001-03-26,House,NoSewr ,Paved,RH,3.34,10764830
P05480,KK Nagar,2453,2010-02-17,165,4.0,2.0,6,Family,1,2004-02-19,Others,All Pub,Paved,RL,3.13,14684920
P05267,KK Nagar,1737,2010-03-29,173,2.0,1.0,4,AdjLand,0,1991-04-03,Commercial,NoSewr ,Paved,RM,3.62,16054649
P03379,KK Nagar,1650,2011-04-06,72,2.0,1.0,4,AdjLand,0,2003-04-08,Commercial,NoSewr ,Gravel,RL,4.16,15722687
P02251,KK Nagar,1879,2011-11-06,45,3.0,2.0,5,Ab Normal,0,1995-11-10,Others,All Pub,Paved,RM,3.08,12097048
P07834,KK Nagar,1308,2008-07-19,197,1.0,1.0,3,Partial,1,1993-07-23,Commercial,NoSeWa,Paved,RH,3.91,12643933
P02607,KK Nagar,1650,2011-09-03,192,2.0,1.0,4,AdjLand,0,1993-09-07,Commercial,All Pub,Gravel,RH,4.39,15149812
P02976,KK Nagar,1790,2011-06-20,13,3.0,2.0,5,Partial,0,1997-06-23,Commercial,NoSewr ,Gravel,RL,3.52,15809470
P02393,KK Nagar,1822,2011-10-14,62,3.0,2.0,5,Partial,1,1985-10-20,Commercial,All Pub,Paved,RL,3.01,16374041
P03943,KK Nagar,1990,2010-12-08,192,3.0,2.0,5,Ab Normal,1,2002-12-10,Others,All Pub,Paved,RH,3.45,12440693
P03345,KK Nagar,1689,2011-04-11,3,2.0,1.0,4,Normal Sale,0,1996-04-14,Others,NoSeWa,Gravel,RH,3.83,10510486
P05163,KK Nagar,1549,2010-04-17,121,2.0,1.0,4,Partial,0,1984-04-23,Commercial,All Pub,Gravel,RL,3.94,14227135
P07677,KK Nagar,1784,2008-09-05,162,3.0,2.0,5,Partial,1,2001-09-07,Commercial,All Pub,Paved,RL,3.36,16363147
P02542,KK Nagar,1954,2011-09-14,116,3.0,2.0,5,Normal Sale,1,2000-09-16,House,NoSeWa,Gravel,RM,4.31,13103451
P07381,KK Nagar,1726,2008-12-02,112,2.0,1.0,4,AdjLand,0,1980-12-09,Commercial,NoSeWa,Paved,RM,4.58,15844599
P03336,KK Nagar,1562,2011-04-12,156,2.0,1.0,4,Normal Sale,1,2003-04-14,Others,All Pub,Gravel,RL,4.04,12233442
P07525,KK Nagar,1897,2008-10-14,157,3.0,2.0,5,AdjLand,0,2001-10-16,House,NoSewr ,Gravel,RH,2.73,11023034
P02852,KK Nagar,2310,2011-07-12,125,4.0,2.0,6,Family,0,1985-07-18,Others,NoSeWa,Gravel,RM,4.08,13778910
P04390,KK Nagar,2014,2010-09-11,181,3.0,2.0,5,AdjLand,1,2000-09-13,Others,NoSeWa,Paved,RL,2.61,12957652
P01803,KK Nagar,1307,2012-02-06,104,1.0,1.0,3,Normal Sale,0,1998-02-09,Commercial,NoSeWa,Paved,RM,4.02,13185240
P06629,KK Nagar,2156,2009-07-11,54,3.0,2.0,5,Normal Sale,0,1997-07-14,House,NoSeWa,Paved,RM,3.85,12045108
P03051,KK Nagar,2254,2011-06-06,60,4.0,2.0,6,Normal Sale,0,1994-06-10,Others,All Pub,Paved,RM,3.98,13789372
P02261,KK Nagar,2443,2011-11-04,84,4.0,2.0,6,Normal Sale,0,2001-11-06,House,All Pub,Paved,RH,2.94,11872889
P07406,KK Nagar,2340,2008-11-21,88,4.0,2.0,6,Family,1,1987-11-27,House,NoSeWa,Paved,RL,3.59,12643491
P03440,KK Nagar,2454,2011-03-26,99,4.0,2.0,6,Family,1,1994-03-30,House,NoSewr ,Paved,RL,3.77,13417034
P06494,KK Nagar,1601,2009-08-07,93,2.0,1.0,4,Ab Normal,0,1990-08-12,Others,NoSeWa,Paved,RM,3.97,10906885
P02425,KK Nagar,2472,2011-10-07,23,4.0,2.0,6,Normal Sale,1,1995-10-11,House,All Pub,Paved,RH,3.42,12881636
P01546,KK Nagar,1818,2012-03-21,96,3.0,2.0,5,Partial,0,2002-03-24,Others,NoSeWa,Gravel,RH,3.2,10610466
P04871,KK Nagar,1558,2010-06-15,129,2.0,1.0,4,Family,0,1984-06-21,Commercial,NoSewr ,Paved,RM,3.08,14116253
P08270,KK Nagar,1678,2008-03-06,111,2.0,1.0,4,Partial,0,1980-03-13,Commercial,NoSewr ,Paved,RM,3.84,14994760
P03716,KK Nagar,2398,2011-01-26,103,4.0,2.0,6,Partial,1,2006-01-27,Others,NoSewr ,Paved,RM,4.63,14931182
P03432,KK Nagar,2271,2011-03-28,190,4.0,2.0,6,AdjLand,0,1984-04-03,Others,NoSeWa,Gravel,RL,3.61,13409261
P06495,KK Nagar,1803,2009-08-07,92,3.0,2.0,5,Partial,0,1992-08-11,Commercial,NoSeWa,Gravel,RL,4.2,15816190
P06884,KK Nagar,1934,2009-04-29,165,3.0,2.0,5,Ab Normal,1,1996-05-02,Others,NoSeWa,Paved,RH,3.53,11814880
P07019,KK Nagar,1730,2009-03-22,85,2.0,1.0,4,AdjLand,0,1998-03-25,Commercial,All Pub,Paved,RL,4.32,16035149
P06491,KK Nagar,1521,2009-08-08,14,2.0,1.0,4,Adj Land,0,1988-08-13,Commercial,NoSeWa,Gravel,RH,3.1,13943393
P06562,KK Nagar,1414,2009-07-24,177,2.0,1.0,4,Partial,1,1985-07-30,Commercial,NoSewr ,Paved,RM,3.65,14478659
P02629,KK Nagar,1960,2011-08-31,98,3.0,2.0,5,Normal Sale,0,1995-09-04,Others,NoSewr ,Paved,RL,3.93,11650296
P03495,KK Nagar,2051,2011-03-17,30,3.0,2.0,5,Partial,0,2005-03-18,House,NoSewr ,Gravel,RM,3.29,12009816
P07645,KK Nagar,2456,2008-09-13,171,4.0,2.0,6,AdjLand,1,1988-09-18,House,NoSewr ,Gravel,RM,4.2,15188530
P03210,Karapakkam,1004,2011-05-04,131,1.0,1.0,3,Ab Normal,1,1967-05-15,Commercial,All Pub,Paved,A,4.33,8124400
P06210,Karapakkam,1226,2009-10-05,84,1.0,1.0,3,Ab Normal,1,1979-10-13,Others,All Pub,Gravel,C,3.29,7717313
P06039,Karapakkam,1639,2009-11-04,175,2.0,2.0,4,Normal Sale,1,1991-11-09,House,ELO,Gravel,I,3.57,9019552
P04080,Karapakkam,1301,2010-11-12,59,1.0,1.0,3,Normal Sale,1,2003-11-14,Others,NoSewr ,Gravel,C,3.17,8368365
P02442,Karapakkam,931,2011-10-03,16,1.0,1.0,3,AdjLand,0,1993-10-07,Commercial,All Pub,Paved,A,3.42,7402837
P06444,Karapakkam,1290,2009-08-18,86,1.0,1.0,3,AdjLand,1,1961-08-30,House,All Pub,Paved,RH,3.2,8201955
P05298,Karapakkam,507,2010-03-23,49,1.0,1.0,2,Ab Normal,1,1964-04-03,House,ELO,Gravel,RH,4.0,6054496
P04106,Karapakkam,1412,2010-11-06,28,2.0,2.0,4,AdjLand,0,1982-11-13,House,ELO,Gravel,RL,3.34,8823087
P05245,Karapakkam,940,2010-04-03,167,1.0,1.0,3,AdjLand,0,1961-04-15,House,All Pub,Paved,RH,3.26,6185784
P06326,Karapakkam,1249,2009-09-12,25,1.0,1.0,3,AdjLand,1,1973-09-21,Others,ELO,Gravel,RH,3.35,9033213
P02088,Karapakkam,1469,2011-12-12,200,2.0,2.0,4,Ab Normal,0,2006-12-13,Commercial,NoSewr ,No Access,C,2.97,9897904
P03221,Karapakkam,1691,2011-05-02,100,2.0,2.0,4,Ab Normal,0,1980-05-09,House,NoSeWa,Gravel,RM,3.77,9896884
P03273,Karapakkam,1236,2011-04-21,36,1.0,1.0,3,Normal Sale,0,1972-04-30,Commercial,NoSewr ,Paved,I,2.78,9255369
P06570,Karapakkam,898,2009-07-22,72,1.0,1.0,3,Partial,1,1980-07-29,Commercial,NoSewr ,Paved,RH,2.49,9190684
P02716,Karapakkam,627,2011-08-12,49,1.0,1.0,2,Family,0,1983-08-19,House,NoSewr ,Gravel,RM,3.13,6903700
P03571,Karapakkam,1470,2011-02-26,99,2.0,2.0,4,Ab Normal,0,1986-03-04,Others,NoSewr ,No Access,RH,3.07,7682662
P02917,Karapakkam,926,2011-06-29,98,1.0,1.0,3,Family,0,1991-07-04,House,ELO,Gravel,RL,3.89,7234604
P05518,Karapakkam,1352,2010-02-09,1,2.0,2.0,4,Normal Sale,1,1983-02-16,House,ELO,Gravel,A,2.9,6871656
P04399,Karapakkam,607,2010-09-08,121,1.0,1.0,2,Normal Sale,0,1964-09-19,Others,NoSeWa,Gravel,RL,3.61,6149457
P02262,Karapakkam,1190,2011-11-03,37,1.0,1.0,3,Family,1,1982-11-10,House,NoSewr ,Gravel,RH,4.04,8437847
P01500,Karapakkam,1445,2012-03-29,20,2.0,2.0,4,Family,0,1988-04-04,House,NoSeWa,No Access,I,3.34,6161039
P05246,Karapakkam,1055,2010-04-03,174,1.0,1.0,3,AdjLand,1,1962-04-15,Others,NoSeWa,Gravel,I,3.72,7658936
P04928,Karapakkam,613,2010-06-01,81,1.0,1.0,2,Family,0,1980-06-08,Commercial,NoSewr ,No Access,I,3.59,5406870
P03833,Karapakkam,1489,2011-01-03,177,2.0,2.0,4,AdjLand,0,1982-01-10,House,ELO,Gravel,RH,3.88,8591779
P06156,Karapakkam,795,2009-10-11,73,1.0,1.0,2,Ab Normal,1,2000-10-13,House,NoSewr ,Gravel,RM,3.76,8860817
P03108,Karapakkam,1627,2011-05-25,39,2.0,2.0,4,Normal Sale,1,1981-06-01,Others,ELO,Paved,RH,3.61,9479325
P02984,Karapakkam,1244,2011-06-18,50,1.0,1.0,3,Ab Normal,1,1980-06-25,Others,All Pub,Gravel,I,2.42,8342435
P05451,Karapakkam,588,2010-02-21,163,1.0,1.0,2,Partial,0,1986-02-27,Others,All Pub,Paved,RL,4.13,5990775
P05493,Karapakkam,696,2010-02-14,84,1.0,1.0,2,Normal Sale,0,1999-02-17,House,NoSeWa,Gravel,RL,3.12,6731106
P03800,Karapakkam,1402,2011-01-08,112,2.0,2.0,4,Normal Sale,0,1981-01-15,House,NoSeWa,Gravel,I,4.19,7335725
P04850,Karapakkam,653,2010-06-18,121,1.0,1.0,2,AdjLand,0,1995-06-22,Commercial,ELO,No Access,RM,3.68,8093365
P05660,Karapakkam,606,2010-01-16,4,1.0,1.0,2,Family,1,1993-01-20,Others,NoSeWa,Gravel,RM,3.24,8325240
P06313,Karapakkam,785,2009-09-15,116,1.0,1.0,2,Family,1,1997-09-18,Others,All Pub,No Access,I,3.27,6046272
P06262,Karapakkam,1160,2009-09-26,184,1.0,1.0,3,Partial,1,1990-10-01,Commercial,NoSeWa,Gravel,A,3.83,9534946
P05477,Karapakkam,1570,2010-02-17,170,2.0,2.0,4,Family,1,2002-02-19,House,NoSewr ,No Access,A,3.6,6778606
P01548,Karapakkam,586,2012-03-20,190,1.0,1.0,2,Family,1,1993-03-25,Others,ELO,Paved,I,3.07,5674312
P04821,Karapakkam,1059,2010-06-25,110,1.0,1.0,3,Normal Sale,1,1977-07-03,House,All Pub,Paved,RL,4.24,8343753
P02310,Karapakkam,1192,2011-10-26,152,1.0,1.0,3,Family,0,1988-10-31,House,NoSewr ,No Access,I,4.14,5678812
P02245,Karapakkam,1497,2011-11-07,24,2.0,2.0,4,Partial,1,1976-11-15,House,All Pub,Gravel,A,4.38,7319928
P05720,Karapakkam,1342,2010-01-04,183,2.0,2.0,4,Ab Normal,1,1967-01-15,Commercial,ELO,No Access,I,3.19,10093152
P06041,Karapakkam,1567,2009-11-04,2,2.0,2.0,4,Family,0,1992-11-08,Others,All Pub,Gravel,C,3.93,8166250
P04698,Karapakkam,785,2010-07-16,63,1.0,1.0,2,AdjLand,1,1997-07-19,Others,NoSeWa,Paved,C,2.97,6197930
P05953,Karapakkam,1171,2009-11-21,111,1.0,1.0,3,AdjLand,1,1993-11-25,Others,All Pub,No Access,A,3.52,6493193
P06128,Karapakkam,1145,2009-10-16,38,1.0,1.0,3,Normal Sale,0,1992-10-20,House,All Pub,Gravel,A,4.28,5857396
P02257,Karapakkam,971,2011-11-04,15,1.0,1.0,3,Normal Sale,0,1983-11-11,House,All Pub,Paved,RL,2.34,6974574
P05579,Karapakkam,884,2010-01-31,11,1.0,1.0,2,Normal Sale,1,1984-02-07,Commercial,NoSewr ,Paved,I,3.77,8738038
P02620,Karapakkam,523,2011-09-01,148,1.0,1.0,2,Ab Normal,1,1973-09-10,House,All Pub,Gravel,RM,3.76,7803840
P01855,Karapakkam,782,2012-01-26,95,1.0,1.0,2,AdjLand,1,1998-01-29,Commercial,All Pub,No Access,I,3.64,8246582
P01778,Karapakkam,1062,2012-02-09,15,1.0,1.0,3,AdjLand,1,1991-02-14,House,All Pub,No Access,A,3.88,5618545
P03121,Karapakkam,985,2011-05-23,61,1.0,1.0,3,Partial,0,1991-05-28,Others,All Pub,Gravel,RL,2.9,7744750
P04884,Karapakkam,766,2010-06-10,38,1.0,1.0,2,Family,1,1960-06-22,Commercial,NoSeWa,Paved,RM,2.9,9131987
P02543,Karapakkam,1502,2011-09-13,98,2.0,2.0,4,Normal Sale,0,2004-09-14,House,NoSewr ,No Access,RM,2.28,8724596
P06581,Karapakkam,1332,2009-07-20,137,1.0,1.0,3,Normal Sale,0,1965-07-31,Others,NoSewr ,Paved,RM,3.75,8748929
P02416,Karapakkam,608,2011-10-08,41,1.0,1.0,2,Family,1,1996-10-11,Commercial,ELO,No Access,I,3.52,6535181
P02109,Karapakkam,904,2011-12-09,82,1.0,1.0,3,Normal Sale,1,1971-12-19,Others,NoSewr ,No Access,RL,3.34,7213013
P02551,Karapakkam,606,2011-09-12,86,1.0,1.0,2,Ab Normal,0,1998-09-15,Commercial,NoSeWa,No Access,RL,3.62,6912682
P03196,Karapakkam,1449,2011-05-07,49,2.0,2.0,4,Partial,1,1975-05-16,House,NoSeWa,Gravel,RL,3.46,9419775
P05960,Karapakkam,1154,2009-11-20,170,1.0,1.0,3,Family,0,1997-11-23,House,NoSewr ,Paved,RM,4.46,8187320
P03007,Karapakkam,1299,2011-06-15,114,1.0,1.0,3,AdjLand,0,1965-06-26,Commercial,NoSewr ,Paved,I,3.27,9852118
P05710,Karapakkam,849,2010-01-07,118,1.0,1.0,2,Normal Sale,0,1974-01-16,Others,NoSewr ,Paved,RH,3.25,5963657
P02041,Karapakkam,1150,2011-12-20,32,1.0,1.0,3,Partial,1,1979-12-28,House,NoSewr ,Gravel,I,3.21,7275244
P06464,Karapakkam,672,2009-08-12,103,1.0,1.0,2,Ab Normal,1,1990-08-17,Others,NoSeWa,No Access,RH,4.1,6165176
P04294,Karapakkam,1631,2010-09-28,22,2.0,2.0,4,Normal Sale,1,1992-10-02,House,ELO,Paved,RL,3.85,9891468
P01949,Karapakkam,1159,2012-01-09,121,1.0,1.0,3,AdjLand,0,1962-01-21,Others,NoSewr ,No Access,RH,3.74,6512453
P03534,Karapakkam,1057,2011-03-06,187,1.0,1.0,3,AdjLand,0,1965-03-17,Commercial,NoSewr ,Paved,RH,3.87,9271868
P06311,Karapakkam,841,2009-09-15,187,1.0,1.0,2,Partial,1,1984-09-21,House,NoSewr ,Gravel,I,3.5,6560764
P04716,Karapakkam,1122,2010-07-12,58,1.0,1.0,3,Ab Normal,0,1992-07-16,Others,NoSewr ,Gravel,I,4.12,7219934
P01624,Karapakkam,787,2012-03-07,43,1.0,1.0,2,Partial,1,2003-03-10,Others,NoSeWa,Gravel,RL,3.77,8326199
P06449,Karapakkam,749,2009-08-17,187,1.0,1.0,2,Family,1,1975-08-26,House,NoSeWa,Gravel,C,3.36,5566158
P06254,Karapakkam,1370,2009-09-28,178,2.0,2.0,4,AdjLand,1,1995-10-02,Others,NoSewr ,Paved,RH,3.86,9672765
P04768,Karapakkam,1685,2010-07-02,58,2.0,2.0,4,Ab Normal,0,1971-07-12,House,NoSewr ,Gravel,C,3.42,7379652
P06445,Karapakkam,1095,2009-08-18,190,1.0,1.0,3,Partial,1,1977-08-26,House,ELO,No Access,I,2.79,5784433
P03357,Karapakkam,1105,2011-04-09,138,1.0,1.0,3,Normal Sale,1,2004-04-10,Others,NoSewr ,No Access,RH,4.02,7946771
P05504,Karapakkam,1608,2010-02-12,10,2.0,2.0,4,Ab Normal,0,1989-02-17,House,ELO,Gravel,RM,3.07,9770644
